tticket	order_id	city_id	price	local_create_time	compensate_customer_type	operate_type	status	channel	reason	coupon_info	business_unit	business_type	cate_name
t360287970371575195	87973796720693	52090100	64.9	2021-01-25 20:58:44	1	7	2	520000001	266			2114	Viaje irregular
t360287970378625469	87974118828020	52090100	36.0	2021-02-09 17:41:13	1	7	2	520000001	266			2114	Viaje irregular
t360287970362319111	87973372329466	52090100	28.0	2021-01-04 19:41:16	1	7	2	520000001	268			23	Viaje irregular
t360287970378194653	87974100352629	52090100	32.12	2021-02-08 22:16:37	2	1	2	520000001	722			21	Viaje irregular
t360287970366725137	87973571107740	52090100	32.0	2021-01-14 19:38:51	2	1	2	520000001	1246			21	Viaje irregular
t360287970373411696	87973879398013	52280300	44.5	2021-01-29 22:22:19	1	7	2	520000001	268			2114	Viaje irregular
t360287970375118775	87973962260360	52090100	41.6	2021-02-02 20:26:07	1	7	2	520000001	268			2114	Viaje irregular
t360287970379878303	87974172092897	52080200	48.2	2021-02-12 06:54:01	1	7	2	520000001	268			2114	Viaje irregular
t360287970373441708	87973881526686	52151600	160.62	2021-02-06 14:04:27	2	1	1	520000001	1234			21	Viaje irregular
t360287970380825706	87974164442554	52020200	75.15	2021-02-13 21:57:17	2	1	2	520000001	1234			21	Viaje irregular
t360287970380258032	87974189079773	52220400	63.1	2021-02-12 19:38:16	1	7	2	520000001	268			2114	Viaje irregular
t360287970366330470	87973550274612	52080200	49.9	2021-01-14 01:27:58	1	7	2	520000001	268			23	Viaje irregular
t360287970367563001	87973612923420	52090100	38.8	2021-01-16 18:04:39	1	7	2	520000001	268			23	Viaje irregular
t360287970377738649	87974082921999	52110500	33.3	2021-02-08 06:51:54	1	7	2	520000001	436			2114	Viaje irregular
t360287970379040188	87974135253496	52151600	34.39	2021-02-10 14:24:47	2	1	2	520000001	1234			21	Viaje irregular
t360287970362623098	87973384027804	52090100	163.79	2021-01-05 14:03:44	1	7	2	520000001	264			23	Viaje irregular
t360287970376609811	87974028019513	52090100	32.12	2021-02-05 19:53:02	2	1	2	520000001	1246			21	Viaje irregular
t360287970371149703	87973779351919	52190500	29.0	2021-01-25 01:21:03	1	7	2	520000001	266			2114	Viaje irregular
t360287970361950739	87973355839527	52140500	73.4	2021-01-03 22:33:21	1	7	2	520000001	268			23	Viaje irregular
t360287970373956387	87973908862515	52080800	30.5	2021-01-31 07:21:27	1	7	2	520000001	266			2114	Viaje irregular
t360287970361492178	87973335492865	52210400	47.5	2021-01-02 16:54:01	1	7	2	520000001	268			23	Viaje irregular
t360287970370518579	87973749030751	52090100	92.2	2021-01-23 13:10:35	1	7	2	520000001	266			2114	Viaje irregular
t360287970374592967	87973938425808	52090100	52.0	2021-02-01 17:14:22	2	1	2	520000001	1234			21	Viaje irregular
t360287970375575353	87973982406921	52210400	153.4	2021-02-03 20:02:12	1	7	2	520000001	268			2114	Viaje irregular
t360287970370387785	87973742593951	52090100	57.4	2021-01-23 07:54:23	1	7	2	520000001	264			2114	Viaje irregular
t360287970380311436	87974190611692	52090100	48.6	2021-02-12 21:17:17	1	7	2	520000001	268			2114	Viaje irregular
t360287970378145254	87974098556092	52090100	190.52	2021-02-08 19:26:59	1	7	2	520000001	268			2114	Viaje irregular
t360287970364544035	87973473376107	52140500	119.8	2021-01-09 19:46:06	1	7	2	520000001	264			23	Viaje irregular
t360287970380500804	87974200057493	52090100	74.0	2021-02-13 10:02:57	1	7	2	520000001	266			2114	Viaje irregular
t360287970367876718	87973629345848	52090100	30.9	2021-01-17 15:41:25	1	7	2	520000001	268			23	Viaje irregular
t360287970362344150	87973373681949	52210400	41.7	2021-01-04 22:12:04	1	7	2	520000001	268			23	Viaje irregular
t360287970379778565	87974168294528	52090100	99.3	2021-02-12 04:34:01	1	7	2	520000001	268			2114	Viaje irregular
t360287970372950976	87973855467336	52090100	30.0	2021-01-28 22:35:00	1	7	2	520000001	266			2114	Viaje irregular
t360287970376030241	87974001474195	52190500	36.0	2021-02-04 18:21:27	1	7	2	520000001	268			2114	Viaje irregular
t360287970375598153	87973983118890	52140500	32.0	2021-02-03 21:16:19	2	1	2	520000001	1234			21	Viaje irregular
t360287970377000019	87974047522693	52090100	228.7	2021-02-06 16:03:46	1	7	2	520000001	268			2114	Viaje irregular
t360287970378064443	87974095579519	52210400	952.8	2021-02-08 16:11:08	1	7	2	520000001	266			2114	Viaje irregular
t360287970369998718	87973723933735	52280200	378.81	2021-01-27 08:18:04	2	1	2	520000001	1236			21	Viaje irregular
t360287970366602933	87973565243106	52090100	88.0	2021-01-14 15:02:53	1	7	2	520000001	266			23	Viaje irregular
t360287970376604770	87974027422505	52090100	78.3	2021-02-05 20:24:48	1	7	2	520000001	268			2114	Viaje irregular
t360287970367657493	87973616396871	52280200	280.36	2021-01-19 22:43:30	2	1	1	520000001	1236			21	Viaje irregular
t360287970377157908	87974056103287	52020100	34.27	2021-02-06 19:57:31	1	7	2	520000001	268			2114	Viaje irregular
t360287970378903491	87974130168068	52090100	38.9	2021-02-10 10:25:15	1	7	2	520000001	268			2114	Viaje irregular
t360287970366343129	87973550863845	52090100	1274.2	2021-01-14 02:21:02	1	7	2	520000001	264			23	Viaje irregular
t360287970368239354	87973585860386	52090100	398.24	2021-01-18 14:24:50	2	1	2	960000106	722			21	Viaje irregular
t360287970365334533	87973510618563	52090100	390.21	2021-01-11 17:53:14	1	7	2	520000001	266			23	Viaje irregular
t360287970366283230	87973552912273	52080200	86.9	2021-01-13 20:10:11	1	7	2	520000001	268			23	Viaje irregular
t360287970374652124	87973939820815	52090100	54.72	2021-02-08 03:50:25	2	1	2	520000001	722			21	Viaje irregular
t360287970366246905	87973550398724	52151600	17.0	2021-01-13 18:12:45	2	1	1	520000001	2070			21	Viaje irregular
t360287970364576575	87973476611616	52090100	30.0	2021-01-09 23:15:06	1	7	2	520000001	266			23	Viaje irregular
t360287970362365816	87973373133332	52090100	53.65	2021-01-04 21:50:54	2	1	2	520000001	1234			21	Viaje irregular
t360287970373346472	87973875103798	52090100	69.66	2021-01-29 19:41:17	2	1	2	520000001	1234			21	Viaje irregular
t360287970369035459	87973680874344	52090100	102.36	2021-01-23 11:10:32	2	1	1	520000001	722			21	Viaje irregular
t360287970376063716	87974002239095	52220400	49.2	2021-02-04 19:00:17	1	7	2	520000001	268			2114	Viaje irregular
t360287970372606498	87973840539653	52090100	70.54	2021-01-28 09:46:29	2	1	1	520000001	2070			21	Viaje irregular
t360287970367724999	87973622354658	52090100	50.5	2021-01-17 07:55:27	1	7	2	520000001	268			23	Viaje irregular
t360287970375098641	87973955043584	52210400	227.67	2021-02-02 19:37:37	2	1	1	520000001	718			21	Viaje irregular
t360287970361802157	87973348492061	52140500	50.5	2021-01-03 14:23:15	1	7	2	520000001	268			23	Viaje irregular
t360287970372443302	87973833762017	52220400	45.0	2021-01-27 19:10:45	1	7	2	520000001	268			2114	Viaje irregular
t360287970375015804	87973957338029	52210400	83.61	2021-02-02 15:47:30	1	7	2	520000001	266			2114	Viaje irregular
t360287970366228672	87973549063594	52090100	32.12	2021-01-13 17:23:49	2	1	2	520000001	1234			2062	Viaje irregular
t360287970377572937	87973881297438	52090100	66.45	2021-02-07 18:43:45	2	1	2	520000001	2070			21	Viaje irregular
t360287970372452913	87973831195831	52090100	225.91	2021-02-02 10:02:27	2	1	1	520000001	1236			2032	Viaje irregular
t360287970367785178	87973625377404	52090100	30.7	2021-01-17 11:13:45	1	7	2	520000001	264			23	Viaje irregular
t360287970362672728	87973385923942	52090100	63.0	2021-01-05 15:47:32	2	1	1	520000001	724			21	Viaje irregular
t360287970367541978	87973611199314	52090100	33.6	2021-01-16 16:40:06	1	7	2	520000001	266			23	Viaje irregular
t360287970366186780	87973547125295	52090100	62.24	2021-01-13 15:12:28	1	7	2	520000001	268			23	Viaje irregular
t360287970378868836	87974129191642	52090100	30.0	2021-02-10 09:18:10	1	7	2	520000001	266			2114	Viaje irregular
